# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb  8 04:07:54 2018
#
# CONSTRAINT:  where (kepler_name not null
# CONSTRAINT:  and koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,ra,dec,koi_kepmag
329,3102384,K00273.01,Kepler-454 b,CANDIDATE,10.573751447,8.4880000e-06,-8.4880000e-06,175.0677390,6.390000e-04,-6.390000e-04,1.72590,0.01820,-0.01820,298.9,4.300e+00,-4.300e+00,2.07,0.05,-7.000e-02,82.00,1,1,q1_q17_dr25_tce,5720.00,77.00,-77.00,4.400,0.012,-0.012,1.0800,0.0270,-0.0330,1.0670,287.478520,38.228840,11.457
330,8077137,K00274.01,Kepler-128 b,CANDIDATE,15.089641500,4.6640000e-05,-4.6640000e-05,175.9537100,2.330000e-03,-2.330000e-03,4.33490,0.06750,-0.06750,77.8,2.900e+00,-2.900e+00,1.42,0.09,-6.000e-02,29.50,2,1,q1_q17_dr25_tce,6063.00,85.00,-73.00,4.061,0.030,-0.030,1.6130,0.0980,-0.0740,1.0920,282.492220,43.980209,11.390
331,8077137,K00274.02,Kepler-128 c,CANDIDATE,22.803025200,1.1220000e-04,-1.1220000e-04,153.3754100,4.140000e-03,-4.140000e-03,4.76800,0.10400,-0.10400,62.9,3.300e+00,-3.300e+00,1.29,0.08,-6.000e-02,20.40,2,2,q1_q17_dr25_tce,6063.00,85.00,-73.00,4.061,0.030,-0.030,1.6130,0.0980,-0.0740,1.0920,282.492220,43.980209,11.390
332,10586004,K00275.01,Kepler-129 b,CANDIDATE,15.791965940,3.5140000e-05,-3.5140000e-05,176.8188800,1.640000e-03,-1.640000e-03,7.27720,0.04830,-0.04830,203.1,2.900e+00,-2.900e+00,2.40,0.11,-1.700e-01,77.30,2,1,q1_q17_dr25_tce,5758.00,77.00,-68.00,4.072,0.033,-0.027,1.7040,0.0830,-0.1180,1.2510,285.311250,47.848564,11.696
333,10586004,K00275.02,Kepler-129 c,CANDIDATE,82.200123900,3.9690000e-04,-3.9690000e-04,208.7941700,3.380000e-03,-3.380000e-03,10.62700,0.10000,-0.10000,233.9,5.000e+00,-5.000e+00,2.57,0.13,-1.800e-01,47.90,2,2,q1_q17_dr25_tce,5758.00,77.00,-68.00,4.072,0.033,-0.027,1.7040,0.0830,-0.1180,1.2510,285.311250,47.848564,11.696
334,11133306,K00276.01,Kepler-509 b,CANDIDATE,41.745988550,4.5720000e-05,-4.5720000e-05,210.3991510,8.580000e-04,-8.580000e-04,4.61250,0.03800,-0.03800,421.8,4.500e+00,-4.500e+00,2.40,0.12,-1.300e-01,110.50,1,1,q1_q17_dr25_tce,5978.00,71.00,-80.00,4.316,0.030,-0.030,1.1710,0.0600,-0.0600,1.0340,289.664400,48.706211,11.854
335,11401755,K00277.01,Kepler-36 c,CANDIDATE,16.231917040,1.4210000e-05,-1.4210000e-05,171.6775800,6.690000e-04,-6.690000e-04,7.46100,0.02430,-0.02430,501.6,2.800e+00,-2.800e+00,3.54,0.16,-1.800e-01,194.90,2,1,q1_q17_dr25_tce,5919.00,62.00,-71.00,4.042,0.030,-0.030,1.5850,0.0710,-0.0790,1.0090,291.250180,49.231834,11.866
337,12314973,K00279.01,Kepler-450 b,CANDIDATE,28.454890910,2.4860000e-05,-2.4860000e-05,176.7062650,6.700000e-04,-6.700000e-04,8.15930,0.05760,-0.05760,1418.6,6.700e+00,-6.700e+00,6.08,0.34,-4.300e-01,244.70,3,1,q1_q17_dr25_tce,6206.00,80.00,-74.00,4.159,0.048,-0.032,1.5730,0.0890,-0.1110,1.3050,295.486510,51.013500,11.684
338,12314973,K00279.02,Kepler-450 c,CANDIDATE,15.413081200,4.6840000e-05,-4.6840000e-05,136.9432400,2.600000e-03,-2.600000e-03,6.63580,0.07550,-0.07550,264.3,5.100e+00,-5.100e+00,2.59,0.15,-1.800e-01,55.20,3,2,q1_q17_dr25_tce,6206.00,80.00,-74.00,4.159,0.048,-0.032,1.5730,0.0890,-0.1110,1.3050,295.486510,51.013500,11.684
339,12314973,K00279.03,Kepler-450 d,CANDIDATE,7.514396700,1.9520000e-04,-1.9520000e-04,136.1851000,2.030000e-02,-2.030000e-02,4.86500,0.57900,-0.57900,36.3,4.100e+00,-4.100e+00,0.96,0.06,-7.000e-02,9.80,3,3,q1_q17_dr25_tce,6206.00,80.00,-74.00,4.159,0.048,-0.032,1.5730,0.0890,-0.1110,1.3050,295.486510,51.013500,11.684
341,4143755,K00281.01,Kepler-510 b,CANDIDATE,19.556620030,3.6970000e-05,-3.6970000e-05,189.0435400,1.470000e-03,-1.470000e-03,8.08700,0.05200,-0.05200,298.9,3.100e+00,-3.100e+00,2.45,0.12,-9.000e-02,111.00,1,1,q1_q17_dr25_tce,5671.00,111.00,-51.00,4.094,0.033,-0.027,1.3600,0.0650,-0.0490,0.8390,287.655000,39.244289,11.947
342,5088536,K00282.01,Kepler-130 c,CANDIDATE,27.508715750,2.2390000e-05,-2.2390000e-05,182.1034940,6.350000e-04,-6.350000e-04,5.92910,0.04090,-0.04090,639.2,3.700e+00,-3.700e+00,2.98,0.13,-1.200e-01,190.30,3,1,q1_q17_dr25_tce,5903.00,70.00,-79.00,4.304,0.020,-0.018,1.1370,0.0500,-0.0460,0.9500,288.450650,40.245327,11.529
343,5088536,K00282.02,Kepler-130 b,CANDIDATE,8.457448920,2.8310000e-05,-2.8310000e-05,139.0668900,2.720000e-03,-2.720000e-03,3.28930,0.07700,-0.07700,77.4,2.700e+00,-2.700e+00,1.02,0.05,-4.000e-02,31.00,3,2,q1_q17_dr25_tce,5903.00,70.00,-79.00,4.304,0.020,-0.018,1.1370,0.0500,-0.0460,0.9500,288.450650,40.245327,11.529
344,5088536,K00282.03,Kepler-130 d,CANDIDATE,87.517778700,6.6570000e-04,-6.6570000e-04,201.1545100,5.070000e-03,-5.070000e-03,2.55000,0.17100,-0.17100,136.5,1.320e+01,-1.320e+01,1.85,0.08,-7.000e-02,12.20,3,3,q1_q17_dr25_tce,5903.00,70.00,-79.00,4.304,0.020,-0.018,1.1370,0.0500,-0.0460,0.9500,288.450650,40.245327,11.529
345,5695396,K00283.01,Kepler-131 b,CANDIDATE,16.091963690,1.7250000e-05,-1.7250000e-05,170.5988320,8.730000e-04,-8.730000e-04,2.89430,0.02950,-0.02950,415.8,5.300e+00,-5.300e+00,2.13,0.31,-2.100e-01,84.90,2,1,q1_q17_dr25_tce,5680.00,102.00,-114.00,4.414,0.076,-0.114,1.0160,0.1480,-0.0980,0.9780,288.530820,40.942299,11.525
346,5695396,K00283.02,Kepler-131 c,CANDIDATE,25.517274400,3.5930000e-04,-3.5930000e-04,154.4165000,1.090000e-02,-1.090000e-02,4.73500,0.30600,-0.30600,66.8,5.500e+00,-5.500e+00,0.83,0.12,-8.000e-02,13.50,2,2,q1_q17_dr25_tce,5680.00,102.00,-114.00,4.414,0.076,-0.114,1.0160,0.1480,-0.0980,0.9780,288.530820,40.942299,11.525
347,6021275,K00284.01,Kepler-132 d,CANDIDATE,18.010199560,4.3740000e-05,-4.3740000e-05,179.4213700,1.990000e-03,-1.990000e-03,3.51600,0.12500,-0.12500,177.7,4.500e+00,-4.500e+00,1.93,0.27,-3.100e-01,43.40,4,2,q1_q17_dr25_tce,5931.00,107.00,-118.00,4.322,0.137,-0.112,1.1010,0.1570,-0.1730,0.9290,283.235810,41.343040,11.818
348,6021275,K00284.02,Kepler-132 c,CANDIDATE,6.414912770,1.2590000e-05,-1.2590000e-05,169.6404400,1.530000e-03,-1.530000e-03,3.36290,0.04810,-0.04810,121.0,2.600e+00,-2.600e+00,1.40,0.20,-2.200e-01,51.10,4,1,q1_q17_dr25_tce,5931.00,107.00,-118.00,4.322,0.137,-0.112,1.1010,0.1570,-0.1730,0.9290,283.235810,41.343040,11.818
349,6021275,K00284.03,Kepler-132 b,CANDIDATE,6.178173660,1.3890000e-05,-1.3890000e-05,168.8626000,1.810000e-03,-1.810000e-03,3.26010,0.05440,-0.05440,101.9,2.500e+00,-2.500e+00,1.22,0.17,-1.900e-01,43.50,4,3,q1_q17_dr25_tce,5931.00,107.00,-118.00,4.322,0.137,-0.112,1.1010,0.1570,-0.1730,0.9290,283.235810,41.343040,11.818
350,6021275,K00284.04,Kepler-132 e,CANDIDATE,110.286703100,7.4280000e-04,-7.4280000e-04,239.2212800,4.070000e-03,-4.070000e-03,4.42700,0.14700,-0.14700,145.3,9.000e+00,-9.000e+00,1.41,0.20,-2.300e-01,16.40,4,4,q1_q17_dr25_tce,5931.00,107.00,-118.00,4.322,0.137,-0.112,1.1010,0.1570,-0.1730,0.9290,283.235810,41.343040,11.818
351,6196457,K00285.01,Kepler-92 b,CANDIDATE,13.748830590,1.2950000e-05,-1.2950000e-05,179.2791580,7.380000e-04,-7.380000e-04,6.09680,0.04250,-0.04250,425.9,2.900e+00,-2.900e+00,3.63,0.26,-1.800e-01,167.60,3,1,q1_q17_dr25_tce,5862.00,97.00,-80.00,4.050,0.033,-0.027,1.6700,0.1180,-0.0820,1.1420,289.086060,41.562958,11.565
352,6196457,K00285.02,Kepler-92 c,CANDIDATE,26.723169000,7.8830000e-05,-7.8830000e-05,147.9369600,2.320000e-03,-2.320000e-03,8.50100,0.06880,-0.06880,195.0,3.100e+00,-3.100e+00,2.31,0.17,-1.100e-01,67.50,3,2,q1_q17_dr25_tce,5862.00,97.00,-80.00,4.050,0.033,-0.027,1.6700,0.1180,-0.0820,1.1420,289.086060,41.562958,11.565
358,10386922,K00289.02,Kepler-511 b,CANDIDATE,296.637581700,4.0510000e-04,-4.0510000e-04,403.6720420,9.140000e-04,-9.140000e-04,16.42500,0.10100,-0.10100,2763.1,1.170e+01,-1.170e+01,7.56,1.17,-1.600e+00,250.00,2,1,q1_q17_dr25_tce,5866.00,105.00,-105.00,4.117,0.195,-0.105,1.4170,0.2190,-0.3010,0.9580,282.945650,47.574905,12.747
360,10933561,K00291.01,Kepler-133 c,CANDIDATE,31.517794630,9.3750000e-05,-9.3750000e-05,185.1533000,2.230000e-03,-2.230000e-03,7.63400,0.07840,-0.07840,357.6,6.100e+00,-6.100e+00,2.72,0.41,-6.100e-01,63.20,2,1,q1_q17_dr25_tce,5611.00,114.00,-91.00,4.144,0.195,-0.105,1.4000,0.2110,-0.3160,0.9950,297.277980,48.320332,12.848
361,10933561,K00291.02,Kepler-133 b,CANDIDATE,8.129998580,2.3760000e-05,-2.3760000e-05,134.1006700,2.440000e-03,-2.440000e-03,2.14920,0.06970,-0.06970,148.0,6.600e+00,-6.600e+00,2.04,0.31,-4.600e-01,26.10,2,2,q1_q17_dr25_tce,5611.00,114.00,-91.00,4.144,0.195,-0.105,1.4000,0.2110,-0.3160,0.9950,297.277980,48.320332,12.848
362,11075737,K00292.01,Kepler-97 b,CANDIDATE,2.586639524,2.7090000e-06,-2.7090000e-06,171.8425720,8.000000e-04,-8.000000e-04,2.25300,0.02650,-0.02650,217.7,3.300e+00,-3.300e+00,1.44,0.19,-1.600e-01,77.30,1,1,q1_q17_dr25_tce,5780.00,103.00,-115.00,4.421,0.100,-0.100,0.9660,0.1310,-0.1070,0.8990,287.326630,48.673431,12.872
364,11259686,K00294.01,Kepler-512 b,CANDIDATE,34.435938700,9.5690000e-05,-9.5690000e-05,193.0380000,1.960000e-03,-1.960000e-03,5.82000,0.06920,-0.06920,424.5,9.300e+00,-9.300e+00,2.78,0.48,-4.800e-01,52.60,1,1,q1_q17_dr25_tce,5929.00,107.00,-131.00,4.243,0.137,-0.125,1.3630,0.2360,-0.2360,1.1850,298.268950,48.916740,12.674
365,11547513,K00295.01,Kepler-134 b,CANDIDATE,5.317440164,6.3760000e-06,-6.3760000e-06,171.8756190,8.970000e-04,-8.970000e-04,2.93310,0.03780,-0.03780,292.5,4.100e+00,-4.100e+00,1.94,0.30,-2.200e-01,80.90,2,1,q1_q17_dr25_tce,5923.00,107.00,-131.00,4.377,0.099,-0.121,1.0540,0.1640,-0.1200,0.9660,284.739040,49.598400,12.324
366,11547513,K00295.02,Kepler-134 c,CANDIDATE,10.105757640,3.5230000e-05,-3.5230000e-05,135.5095800,2.800000e-03,-2.800000e-03,2.01380,0.08950,-0.08950,116.8,6.500e+00,-6.500e+00,1.28,0.20,-1.400e-01,19.90,2,2,q1_q17_dr25_tce,5923.00,107.00,-131.00,4.377,0.099,-0.121,1.0540,0.1640,-0.1200,0.9660,284.739040,49.598400,12.324
367,11802615,K00296.01,Kepler-513 b,CANDIDATE,28.862365710,6.2350000e-05,-6.2350000e-05,178.4849800,1.650000e-03,-1.650000e-03,5.40330,0.06370,-0.06370,449.2,8.000e+00,-8.000e+00,2.53,0.37,-3.700e-01,64.40,1,1,q1_q17_dr25_tce,5725.00,114.00,-103.00,4.326,0.137,-0.112,1.0880,0.1600,-0.1600,0.9150,285.041690,50.075378,12.935
368,11905011,K00297.01,Kepler-514 b,CANDIDATE,5.651789220,1.3570000e-05,-1.3570000e-05,172.2791500,1.840000e-03,-1.840000e-03,3.09330,0.04500,-0.04500,134.1,3.900e+00,-3.900e+00,2.03,0.36,-3.000e-01,39.50,1,1,q1_q17_dr25_tce,6085.00,108.00,-145.00,4.218,0.120,-0.120,1.4630,0.2600,-0.2130,1.2900,286.247190,50.242409,12.182
369,12785320,K00298.01,Kepler-515 b,CANDIDATE,19.963672080,5.0020000e-05,-5.0020000e-05,178.3080600,1.870000e-03,-1.870000e-03,2.64030,0.05720,-0.05720,270.9,8.400e+00,-8.400e+00,1.50,0.09,-1.000e-01,36.30,2,1,q1_q17_dr25_tce,5250.00,105.00,-105.00,4.541,0.050,-0.045,0.7900,0.0520,-0.0520,0.7900,290.494260,52.055519,12.713
371,2692377,K00299.01,Kepler-98 b,CANDIDATE,1.541676547,1.1390000e-06,-1.1390000e-06,170.5437190,6.050000e-04,-6.050000e-04,1.91180,0.02130,-0.02130,296.5,3.700e+00,-3.700e+00,1.88,0.27,-2.800e-01,94.10,1,1,q1_q17_dr25_tce,5533.00,110.00,,4.337,0.132,-0.108,1.0890,0.1610,-0.1610,0.9400,285.661650,37.964500,12.899
373,3642289,K00301.01,Kepler-135 b,CANDIDATE,6.002548291,9.7010000e-06,-9.7010000e-06,171.7141900,1.280000e-03,-1.280000e-03,4.16280,0.07130,-0.07130,202.0,3.100e+00,-3.100e+00,2.33,0.38,-2.900e-01,71.60,2,1,q1_q17_dr25_tce,6204.00,111.00,-136.00,4.269,0.084,-0.116,1.3600,0.2280,-0.1660,1.2570,290.495120,38.795479,12.730
374,3642289,K00301.02,Kepler-135 c,CANDIDATE,11.448658230,8.1660000e-05,-8.1660000e-05,141.3870500,5.030000e-03,-5.030000e-03,4.95300,0.14500,-0.14500,75.2,3.700e+00,-3.700e+00,1.32,0.22,-1.600e-01,21.90,2,2,q1_q17_dr25_tce,6204.00,111.00,-136.00,4.269,0.084,-0.116,1.3600,0.2280,-0.1660,1.2570,290.495120,38.795479,12.730
375,3662838,K00302.01,Kepler-516 b,CANDIDATE,24.854665040,5.6370000e-05,-5.6370000e-05,173.9997100,1.830000e-03,-1.830000e-03,9.18200,0.11000,-0.11000,776.2,9.700e+00,-9.700e+00,7.61,1.38,-2.560e+00,88.00,1,1,q1_q17_dr25_tce,6967.00,167.00,-229.00,3.864,0.259,-0.111,2.5270,0.4580,-0.8510,1.7000,295.608800,38.735741,12.059
376,5966322,K00303.01,Kepler-517 b,CANDIDATE,60.928188660,7.9660000e-05,-7.9660000e-05,173.3721200,1.090000e-03,-1.090000e-03,6.33360,0.05010,-0.05010,755.6,7.300e+00,-7.300e+00,2.78,0.39,-3.800e-01,120.10,1,1,q1_q17_dr25_tce,5638.00,113.00,-101.00,4.359,0.132,-0.096,1.0230,0.1420,-0.1420,0.8710,293.675320,41.295361,12.193
377,6029239,K00304.01,Kepler-518 b,CANDIDATE,8.512037736,6.4750000e-06,-6.4750000e-06,174.9098160,6.000000e-04,-6.000000e-04,2.18610,0.02210,-0.02210,597.8,6.500e+00,-6.500e+00,2.14,0.30,-1.100e-01,102.20,2,1,q1_q17_dr25_tce,5767.00,92.00,-126.00,4.538,0.021,-0.119,0.8810,0.1230,-0.0440,0.9790,287.089970,41.373878,12.549
379,6063220,K00305.01,Kepler-99 b,CANDIDATE,4.603575293,4.6680000e-06,-4.6680000e-06,171.8401240,8.130000e-04,-8.130000e-04,2.34990,0.02610,-0.02610,440.4,6.300e+00,-6.300e+00,1.51,0.08,-6.000e-02,79.70,1,1,q1_q17_dr25_tce,4783.00,95.00,-95.00,4.602,0.014,-0.046,0.7410,0.0390,-0.0300,0.8050,297.354000,41.300049,12.970
380,6071903,K00306.01,Kepler-519 b,CANDIDATE,24.307843230,5.8510000e-05,-5.8510000e-05,178.3662900,1.950000e-03,-1.950000e-03,2.60540,0.06570,-0.06570,677.1,2.230e+01,-2.230e+01,2.14,0.21,-9.000e-02,35.60,1,1,q1_q17_dr25_tce,5313.00,106.00,-106.00,4.571,0.015,-0.085,0.8200,0.0800,-0.0340,0.9130,299.319550,41.384640,12.630
381,6289257,K00307.01,Kepler-520 b,CANDIDATE,19.674097030,6.2400000e-05,-6.2400000e-05,176.2711900,2.140000e-03,-2.140000e-03,3.75350,0.05200,-0.05200,204.9,5.700e+00,-5.700e+00,1.78,0.29,-1.500e-01,39.00,2,1,q1_q17_dr25_tce,6023.00,120.00,-132.00,4.423,0.054,-0.126,1.0310,0.1680,-0.0840,1.0270,293.180330,41.617760,12.797
382,6289257,K00307.02,Kepler-520 c,CANDIDATE,5.211045970,1.3660000e-05,-1.3660000e-05,131.5379700,2.200000e-03,-2.200000e-03,3.34470,0.06350,-0.06350,102.7,3.100e+00,-3.100e+00,1.18,0.19,-1.000e-01,36.90,2,2,q1_q17_dr25_tce,6023.00,120.00,-132.00,4.423,0.054,-0.126,1.0310,0.1680,-0.0840,1.0270,293.180330,41.617760,12.797
385,7050989,K00312.01,Kepler-136 b,CANDIDATE,11.578909260,1.7930000e-05,-1.7930000e-05,175.5860300,1.290000e-03,-1.290000e-03,2.72070,0.03900,-0.03900,243.4,4.900e+00,-4.900e+00,2.06,0.36,-2.700e-01,54.80,2,1,q1_q17_dr25_tce,6156.00,111.00,-136.00,4.284,0.099,-0.121,1.3030,0.2290,-0.1710,1.1930,296.467320,42.598785,12.459
386,7050989,K00312.02,Kepler-136 c,CANDIDATE,16.399264610,3.3730000e-05,-3.3730000e-05,131.9680600,1.690000e-03,-1.690000e-03,3.41080,0.05300,-0.05300,220.8,5.200e+00,-5.200e+00,1.94,0.34,-2.600e-01,46.40,2,2,q1_q17_dr25_tce,6156.00,111.00,-136.00,4.284,0.099,-0.121,1.3030,0.2290,-0.1710,1.1930,296.467320,42.598785,12.459
387,7419318,K00313.01,Kepler-137 c,CANDIDATE,18.735771270,2.2110000e-05,-2.2110000e-05,177.6343720,9.310000e-04,-9.310000e-04,3.03560,0.03570,-0.03570,567.2,7.700e+00,-7.700e+00,2.10,0.14,-1.200e-01,81.80,2,1,q1_q17_dr25_tce,5188.00,103.00,-103.00,4.547,0.040,-0.050,0.7950,0.0530,-0.0430,0.8140,282.135530,43.039101,12.990
388,7419318,K00313.02,Kepler-137 b,CANDIDATE,8.436398290,1.0860000e-05,-1.0860000e-05,179.8870400,1.030000e-03,-1.030000e-03,3.24510,0.03450,-0.03450,345.5,5.100e+00,-5.100e+00,1.50,0.10,-8.000e-02,76.80,2,2,q1_q17_dr25_tce,5188.00,103.00,-103.00,4.547,0.040,-0.050,0.7950,0.0530,-0.0430,0.8140,282.135530,43.039101,12.990
389,7603200,K00314.01,Kepler-138 c,CANDIDATE,13.781094710,1.0270000e-05,-1.0270000e-05,177.8527850,5.700000e-04,-5.700000e-04,2.31880,0.02670,-0.02670,756.0,7.800e+00,-7.800e+00,1.42,0.09,-1.300e-01,112.80,3,1,q1_q17_dr25_tce,3846.00,77.00,-84.00,4.738,0.052,-0.024,0.5030,0.0320,-0.0480,0.5050,290.381500,43.292988,12.925
390,7603200,K00314.02,Kepler-138 d,CANDIDATE,23.089022410,2.4140000e-05,-2.4140000e-05,171.0076340,8.110000e-04,-8.110000e-04,1.70120,0.03010,-0.03010,598.3,1.170e+01,-1.170e+01,1.24,0.08,-1.200e-01,57.40,3,2,q1_q17_dr25_tce,3846.00,77.00,-84.00,4.738,0.052,-0.024,0.5030,0.0320,-0.0480,0.5050,290.381500,43.292988,12.925
391,7603200,K00314.03,Kepler-138 b,CANDIDATE,10.312822040,3.0110000e-05,-3.0110000e-05,133.5352800,2.400000e-03,-2.400000e-03,2.01380,0.06940,-0.06940,137.6,6.900e+00,-6.900e+00,0.59,0.04,-6.000e-02,22.00,3,3,q1_q17_dr25_tce,3846.00,77.00,-84.00,4.738,0.052,-0.024,0.5030,0.0320,-0.0480,0.5050,290.381500,43.292988,12.925
393,8008067,K00316.01,Kepler-139 b,CANDIDATE,15.771110670,1.6410000e-05,-1.6410000e-05,184.9034700,8.160000e-04,-8.160000e-04,5.05740,0.03010,-0.03010,547.1,4.800e+00,-4.800e+00,2.62,0.40,-3.100e-01,123.20,3,1,q1_q17_dr25_tce,5620.00,100.00,-112.00,4.333,0.115,-0.115,1.1430,0.1740,-0.1390,1.0250,282.391940,43.889351,12.701
394,8008067,K00316.02,Kepler-139 c,CANDIDATE,157.065997600,6.4680000e-04,-6.4680000e-04,481.2694200,2.570000e-03,-2.570000e-03,8.12890,0.09860,-0.09860,551.4,1.080e+01,-1.080e+01,2.63,0.41,-3.200e-01,50.90,3,2,q1_q17_dr25_tce,5620.00,100.00,-112.00,4.333,0.115,-0.115,1.1430,0.1740,-0.1390,1.0250,282.391940,43.889351,12.701
396,8121310,K00317.01,Kepler-521 b,CANDIDATE,22.208095490,4.1410000e-05,-4.1410000e-05,206.3596500,1.350000e-03,-1.350000e-03,7.33270,0.04490,-0.04490,463.2,5.400e+00,-5.400e+00,3.02,0.53,-2.800e-01,92.70,2,1,q1_q17_dr25_tce,6336.00,113.00,-139.00,4.266,0.063,-0.117,1.4030,0.2450,-0.1320,1.3240,298.816380,43.998039,12.885
398,8156120,K00318.01,Kepler-522 b,CANDIDATE,38.583367900,3.1340000e-04,-3.1340000e-04,174.8486800,5.780000e-03,-5.780000e-03,12.39100,0.63900,-0.63900,1388.2,3.630e+01,-3.630e+01,8.56,1.57,-1.920e+00,46.10,1,1,q1_q17_dr25_tce,6273.00,113.00,-126.00,4.040,0.174,-0.116,1.9270,0.3530,-0.4310,1.4860,288.153990,44.068821,12.211
401,8753657,K00321.01,Kepler-406 b,CANDIDATE,2.426304127,2.3980000e-06,-2.3980000e-06,170.4555170,8.210000e-04,-8.210000e-04,2.66240,0.02800,-0.02800,185.4,2.200e+00,-2.200e+00,1.41,0.21,-8.000e-02,97.00,2,1,q1_q17_dr25_tce,5678.00,102.00,-124.00,4.484,0.030,-0.120,0.9700,0.1500,-0.0530,1.0430,291.848050,44.968220,12.520
402,8753657,K00321.02,Kepler-406 c,CANDIDATE,4.623344910,1.6910000e-05,-1.6910000e-05,132.3708300,2.930000e-03,-2.930000e-03,3.01890,0.08190,-0.08190,62.0,2.700e+00,-2.700e+00,0.77,0.12,-5.000e-02,25.20,2,2,q1_q17_dr25_tce,5678.00,102.00,-124.00,4.484,0.030,-0.120,0.9700,0.1500,-0.0530,1.0430,291.848050,44.968220,12.520
404,9139084,K00323.01,Kepler-523 b,CANDIDATE,5.835994850,4.0950000e-05,-4.0950000e-05,169.8744600,5.580000e-03,-5.580000e-03,2.06200,0.17800,-0.17800,553.3,5.950e+01,-5.950e+01,1.92,0.20,-1.000e-01,11.20,1,1,q1_q17_dr25_tce,5423.00,108.00,-108.00,4.542,0.033,-0.083,0.8280,0.0870,-0.0440,0.8720,284.061130,45.506851,12.465
409,9881662,K00327.01,Kepler-140 b,CANDIDATE,3.254277742,5.2230000e-06,-5.2230000e-06,172.6625600,1.330000e-03,-1.330000e-03,2.99030,0.03960,-0.03960,159.9,3.200e+00,-3.200e+00,1.38,0.22,-1.200e-01,58.60,2,1,q1_q17_dr25_tce,5945.00,106.00,-130.00,4.402,0.054,-0.117,1.0890,0.1740,-0.0940,1.0920,287.369480,46.768219,12.996
410,9881662,K00327.02,Kepler-140 c,CANDIDATE,91.351481600,7.6330000e-04,-7.6330000e-04,189.6008200,7.140000e-03,-7.140000e-03,8.70700,0.21400,-0.21400,210.0,8.700e+00,-8.700e+00,1.57,0.25,-1.400e-01,25.50,2,2,q1_q17_dr25_tce,5945.00,106.00,-130.00,4.402,0.054,-0.117,1.0890,0.1740,-0.0940,1.0920,287.369480,46.768219,12.996
413,11361646,K00330.01,Kepler-524 b,CANDIDATE,7.974205830,2.1740000e-05,-2.1740000e-05,174.5271800,2.110000e-03,-2.110000e-03,5.35030,0.06220,-0.06220,293.1,5.600e+00,-5.600e+00,1.85,0.28,-2.000e-01,55.10,2,1,q1_q17_dr25_tce,5973.00,107.00,-131.00,4.386,0.080,-0.120,1.0810,0.1680,-0.1120,1.0360,296.859220,49.162048,13.928
