# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Feb 13 03:43:33 2018
#
# CONSTRAINT:  where (koi_pdisposition not like '%FALSE POSITIVE%'
# CONSTRAINT:  )
# CONSTRAINT:  order by kepoi_name asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_count:      Number of Planets
# COLUMN koi_num_transits: Number of Transits
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
1693,8609450,K01278.01,Kepler-282 d,CONFIRMED,CANDIDATE,24.805677500,1.0330000e-04,-1.0330000e-04,145.0752600,3.190000e-03,-3.190000e-03,0.007,0.415,-0.007,6.14800,0.10200,-0.10200,624.4,1.650e+01,-1.650e+01,2.16,0.22,-2.200e-01,39.40,5,52,5600.00,112.00,-100.00,0.8720,0.0880,-0.0880,0.7930,0.0640,-0.0350,284.677280,44.797680,15.204
1694,8609450,K01278.02,Kepler-282 e,CONFIRMED,CANDIDATE,44.347193600,1.7230000e-04,-1.7230000e-04,161.3173800,3.100000e-03,-3.100000e-03,0.273,0.161,-0.273,6.43000,0.10600,-0.10600,791.7,2.060e+01,-2.060e+01,2.45,0.25,-2.500e-01,40.50,5,33,5600.00,112.00,-100.00,0.8720,0.0880,-0.0880,0.7930,0.0640,-0.0350,284.677280,44.797680,15.204
1695,8609450,K01278.03,Kepler-282 b,CONFIRMED,CANDIDATE,9.220769100,1.3960000e-04,-1.3960000e-04,138.0072000,1.450000e-02,-1.450000e-02,0.037,0.411,-0.037,4.90700,0.27900,-0.27900,140.0,1.160e+01,-1.160e+01,1.02,0.11,-1.000e-01,13.20,5,137,5600.00,112.00,-100.00,0.8720,0.0880,-0.0880,0.7930,0.0640,-0.0350,284.677280,44.797680,15.204
1696,8609450,K01278.04,Kepler-282 c,CONFIRMED,CANDIDATE,13.639664800,2.3040000e-04,-2.3040000e-04,141.7301000,1.170000e-02,-1.170000e-02,0.105,0.344,-0.105,5.42500,0.30000,-0.30000,162.7,1.320e+01,-1.320e+01,1.10,0.11,-1.100e-01,13.30,5,96,5600.00,112.00,-100.00,0.8720,0.0880,-0.0880,0.7930,0.0640,-0.0350,284.677280,44.797680,15.204
1698,8628758,K01279.01,Kepler-804 b,CONFIRMED,CANDIDATE,14.374575720,3.3110000e-05,-3.3110000e-05,138.2018900,1.920000e-03,-1.920000e-03,0.035,0.384,-0.035,4.78920,0.05700,-0.05700,335.8,6.600e+00,-6.600e+00,1.94,0.29,-2.400e-01,55.20,2,95,5768.00,115.00,-115.00,1.0670,0.1600,-0.1310,0.9460,0.0720,-0.0570,293.372250,44.785141,13.749
1699,8628758,K01279.02,Kepler-804 c,CONFIRMED,CANDIDATE,9.651883310,5.8980000e-05,-5.8980000e-05,132.1594700,4.910000e-03,-4.910000e-03,0.122,0.342,-0.122,4.29600,0.16100,-0.16100,103.2,5.800e+00,-5.800e+00,1.08,0.16,-1.400e-01,19.80,2,138,5768.00,115.00,-115.00,1.0670,0.1600,-0.1310,0.9460,0.0720,-0.0570,293.372250,44.785141,13.749
1701,8742590,K01281.01,,CANDIDATE,CANDIDATE,49.478144600,2.0060000e-04,-2.0060000e-04,141.8246500,3.300000e-03,-3.300000e-03,0.048,0.410,-0.048,2.49300,0.10200,-0.10200,496.6,2.800e+01,-2.800e+01,1.88,0.52,-1.700e-01,20.40,1,28,5776.00,138.00,-155.00,0.8490,0.2360,-0.0790,0.9390,0.0980,-0.1200,286.966830,44.992489,14.427
1702,8822366,K01282.01,Kepler-805 b,CONFIRMED,CANDIDATE,30.863947600,1.0700000e-04,-1.0700000e-04,162.8807700,2.790000e-03,-2.790000e-03,0.907,0.014,-0.649,8.86400,0.11000,-0.11000,256.5,4.700e+00,-4.700e+00,3.01,0.16,-1.300e-01,63.00,1,47,5977.00,80.00,-80.00,1.5710,0.0860,-0.0630,1.0810,0.1040,-0.0690,293.229950,45.053310,12.547
1703,8700771,K01283.01,Kepler-806 b,CONFIRMED,CANDIDATE,8.092210500,3.3240000e-05,-3.3240000e-05,138.0453500,3.420000e-03,-3.420000e-03,0.951,0.007,-0.695,5.76960,0.06260,-0.06260,65.3,2.000e+00,-2.000e+00,1.44,0.22,-3.400e-01,37.50,1,168,5774.00,115.00,-92.00,1.3950,0.2160,-0.3250,0.9070,0.0760,-0.0620,296.007110,44.853474,11.731
1707,10790387,K01288.01,Kepler-807 b,CONFIRMED,CANDIDATE,117.931108030,8.3770000e-05,-8.3770000e-05,219.7042260,5.480000e-04,-5.480000e-04,0.615,0.028,-0.070,5.87960,0.06330,-0.06330,8506.6,4.760e+01,-4.760e+01,10.36,3.50,-1.170e+00,212.50,1,11,6392.00,151.00,-207.00,1.0720,0.3620,-0.1210,1.1160,0.1530,-0.1530,289.020170,48.119808,15.128
1716,10971674,K01296.01,,CANDIDATE,CANDIDATE,2.380862632,1.1600000e-07,-1.1600000e-07,135.3252117,4.050000e-05,-4.050000e-05,0.664,0.001,-0.001,4.20416,0.00330,-0.00330,32634.0,1.570e+01,-1.570e+01,21.65,6.01,-4.350e+00,2590.60,1,564,5821.00,158.00,-176.00,1.1290,0.3130,-0.2270,0.9220,0.1330,-0.0960,289.790770,48.448139,13.802
1718,10604335,K01298.01,Kepler-283 b,CONFIRMED,CANDIDATE,11.008176350,1.7010000e-05,-1.7010000e-05,143.2261100,1.290000e-03,-1.290000e-03,0.025,0.408,-0.025,2.01300,0.04360,-0.04360,1462.5,4.000e+01,-4.000e+01,2.15,0.10,-1.100e-01,42.10,2,125,4141.00,83.00,-91.00,0.5820,0.0270,-0.0300,0.5960,0.0280,-0.0360,293.613710,47.839001,15.847
1720,10864656,K01299.01,Kepler-432 b,CONFIRMED,CANDIDATE,52.500864500,1.4650000e-04,-1.4650000e-04,171.5211400,2.220000e-03,-2.220000e-03,0.110,0.254,-0.110,14.90660,0.07810,-0.07810,946.7,9.200e+00,-9.200e+00,12.41,0.61,-1.530e+00,116.20,1,25,4976.00,54.00,-74.00,4.1570,0.2050,-0.5130,1.3520,0.1350,-0.3140,293.282200,48.285900,12.183
1721,10975146,K01300.01,Kepler-808 b,CONFIRMED,CANDIDATE,0.631331710,3.4100000e-07,-3.4100000e-07,133.9448800,3.990000e-04,-3.990000e-04,0.726,0.002,-0.519,1.14870,0.01860,-0.01860,434.5,6.000e+00,-6.000e+00,1.20,0.09,-1.000e-01,95.80,1,2115,4441.00,133.00,-146.00,0.5300,0.0380,-0.0460,0.5260,0.0440,-0.0290,291.594090,48.445610,14.285
1722,10538176,K01301.01,Kepler-284 b,CONFIRMED,CANDIDATE,12.699050110,4.3070000e-05,-4.3070000e-05,184.9868000,2.910000e-03,-2.910000e-03,0.663,0.268,-0.442,2.98990,0.08910,-0.08910,797.4,2.950e+01,-2.950e+01,2.62,0.22,-1.700e-01,30.40,2,94,5291.00,84.00,-73.00,0.8820,0.0720,-0.0590,0.8750,0.0500,-0.0410,293.146480,47.729649,15.824
1723,10538176,K01301.02,Kepler-284 c,CONFIRMED,CANDIDATE,37.514212800,2.0070000e-04,-2.0070000e-04,189.3001500,4.260000e-03,-4.260000e-03,0.366,0.081,-0.366,5.30300,0.12700,-0.12700,935.0,3.460e+01,-3.460e+01,2.68,0.22,-1.800e-01,28.90,2,34,5291.00,84.00,-73.00,0.8820,0.0720,-0.0590,0.8750,0.0500,-0.0410,293.146480,47.729649,15.824
1724,10724369,K01302.01,Kepler-809 b,CONFIRMED,CANDIDATE,55.639188200,2.0970000e-04,-2.0970000e-04,187.5504400,2.760000e-03,-2.760000e-03,0.811,0.062,-0.553,7.31600,0.13100,-0.13100,853.0,2.010e+01,-2.010e+01,3.13,0.97,-3.200e-01,48.30,1,27,5949.00,176.00,-193.00,0.9620,0.2970,-0.0990,1.0500,0.1240,-0.1380,289.083650,48.018131,14.755
1725,10867062,K01303.01,,CANDIDATE,CANDIDATE,34.296636300,2.2870000e-04,-2.2870000e-04,143.6672800,5.050000e-03,-5.050000e-03,0.711,0.034,-0.513,19.71800,0.26700,-0.26700,696.6,1.190e+01,-1.190e+01,3.29,0.52,-5.700e-01,66.70,1,40,5490.00,82.00,-74.00,1.1670,0.1820,-0.2020,0.9110,0.0650,-0.0380,294.230070,48.204479,14.965
1726,10744335,K01304.01,Kepler-810 b,CONFIRMED,CANDIDATE,4.597266130,2.4590000e-05,-2.4590000e-05,136.4783700,4.190000e-03,-4.190000e-03,0.033,0.443,-0.033,2.90900,0.13400,-0.13400,313.0,2.150e+01,-2.150e+01,1.69,0.53,-1.700e-01,17.00,1,235,5999.00,189.00,-210.00,0.9590,0.3000,-0.1000,1.0450,0.1290,-0.1420,296.614870,48.082642,15.803
1727,10730034,K01305.01,Kepler-285 b,CONFIRMED,CANDIDATE,2.633852528,8.3530000e-06,-8.3530000e-06,134.5643100,2.550000e-03,-2.550000e-03,0.204,0.272,-0.204,2.02060,0.08040,-0.08040,259.8,1.260e+01,-1.260e+01,1.38,0.07,-1.200e-01,23.30,2,506,5114.00,84.00,-76.00,0.8780,0.0440,-0.0760,0.8170,0.0570,-0.0260,291.390900,48.065609,15.173
1728,10730034,K01305.02,Kepler-285 c,CONFIRMED,CANDIDATE,6.186708820,4.3180000e-05,-4.3180000e-05,136.6330800,5.640000e-03,-5.640000e-03,0.013,0.437,-0.013,2.90900,0.18100,-0.18100,202.6,1.540e+01,-1.540e+01,1.21,0.06,-1.000e-01,14.30,2,202,5114.00,84.00,-76.00,0.8780,0.0440,-0.0760,0.8170,0.0570,-0.0260,291.390900,48.065609,15.173
1729,10858691,K01306.01,Kepler-286 b,CONFIRMED,CANDIDATE,1.796320953,5.8890000e-06,-5.8890000e-06,133.3366200,2.630000e-03,-2.630000e-03,0.015,0.417,-0.015,1.91390,0.08520,-0.08520,210.9,1.090e+01,-1.090e+01,1.20,0.12,-1.000e-01,22.10,4,749,5576.00,111.00,-111.00,0.8290,0.0860,-0.0650,0.8000,0.0600,-0.0400,290.676150,48.294289,15.587
1730,10858691,K01306.02,Kepler-286 c,CONFIRMED,CANDIDATE,3.468073000,1.5990000e-05,-1.5990000e-05,136.0083100,3.470000e-03,-3.470000e-03,0.143,0.326,-0.143,2.36100,0.10800,-0.10800,243.9,1.330e+01,-1.330e+01,1.29,0.13,-1.000e-01,20.60,4,353,5576.00,111.00,-111.00,0.8290,0.0860,-0.0650,0.8000,0.0600,-0.0400,290.676150,48.294289,15.587
1731,10858691,K01306.03,Kepler-286 d,CONFIRMED,CANDIDATE,5.914266800,3.3420000e-05,-3.3420000e-05,133.4919300,4.300000e-03,-4.300000e-03,0.040,0.403,-0.040,2.66100,0.13100,-0.13100,253.2,1.580e+01,-1.580e+01,1.31,0.14,-1.000e-01,17.40,4,190,5576.00,111.00,-111.00,0.8290,0.0860,-0.0650,0.8000,0.0600,-0.0400,290.676150,48.294289,15.587
1732,10858691,K01306.04,Kepler-286 e,CONFIRMED,CANDIDATE,29.221495900,2.2670000e-04,-2.2670000e-04,139.3280700,6.400000e-03,-6.400000e-03,0.779,0.174,-0.545,4.01400,0.16900,-0.16900,394.0,2.850e+01,-2.850e+01,1.81,0.18,-1.400e-01,14.60,4,37,5576.00,111.00,-111.00,0.8290,0.0860,-0.0650,0.8000,0.0600,-0.0400,290.676150,48.294289,15.587
1733,10973814,K01307.01,Kepler-287 c,CONFIRMED,CANDIDATE,44.852099700,1.5580000e-04,-1.5580000e-04,172.4619600,2.780000e-03,-2.780000e-03,0.807,0.107,-0.562,3.57290,0.08590,-0.08590,780.8,2.620e+01,-2.620e+01,3.35,0.51,-4.200e-01,33.00,2,28,5514.00,74.00,-74.00,1.0710,0.1630,-0.1340,0.9260,0.0620,-0.0430,290.927460,48.443550,14.775
1734,10973814,K01307.02,Kepler-287 b,CONFIRMED,CANDIDATE,20.342378380,5.5710000e-05,-5.5710000e-05,137.6952000,2.350000e-03,-2.350000e-03,0.826,0.134,-0.595,2.33510,0.07640,-0.07640,564.6,2.260e+01,-2.260e+01,2.88,0.44,-3.600e-01,28.70,2,65,5514.00,74.00,-74.00,1.0710,0.1630,-0.1340,0.9260,0.0620,-0.0430,290.927460,48.443550,14.775
1735,10586208,K01308.01,Kepler-811 b,CONFIRMED,CANDIDATE,23.584447460,7.9880000e-05,-7.9880000e-05,145.9579800,2.600000e-03,-2.600000e-03,0.711,0.037,-0.497,5.55450,0.08500,-0.08500,429.2,1.140e+01,-1.140e+01,3.00,0.47,-7.000e-01,42.80,1,45,5655.00,113.00,-101.00,1.3540,0.2110,-0.3170,0.9470,0.0770,-0.0580,285.424290,47.834610,13.971
1736,10854768,K01309.01,Kepler-812 b,CONFIRMED,CANDIDATE,10.117168400,2.7220000e-05,-2.7220000e-05,137.4448900,2.130000e-03,-2.130000e-03,0.296,0.160,-0.296,4.66770,0.06840,-0.06840,288.7,6.600e+00,-6.600e+00,3.07,0.56,-6.700e-01,50.60,1,130,6306.00,81.00,-81.00,1.7920,0.3230,-0.3940,1.3990,0.1130,-0.1260,288.855290,48.208542,13.832
1737,10964440,K01310.01,Kepler-813 b,CONFIRMED,CANDIDATE,19.129476030,7.5690000e-05,-7.5690000e-05,139.4353000,3.360000e-03,-3.360000e-03,0.861,0.005,-0.595,3.96220,0.08100,-0.08100,451.2,1.610e+01,-1.610e+01,4.23,0.62,-1.060e+00,31.70,2,58,5372.00,88.00,-64.00,1.7100,0.2490,-0.4270,1.0840,0.0950,-0.1230,285.662690,48.435371,14.569
1738,10964440,K01310.02,,CANDIDATE,CANDIDATE,144.688915000,5.0600000e-03,-5.0600000e-03,256.3430000,1.730000e-02,-1.730000e-02,0.087,0.378,-0.087,9.46800,0.62100,-0.62100,397.1,3.960e+01,-3.960e+01,3.33,0.48,-8.300e-01,11.60,2,6,5372.00,88.00,-64.00,1.7100,0.2490,-0.4270,1.0840,0.0950,-0.1230,285.662690,48.435371,14.569
1739,10713616,K01311.01,,CANDIDATE,CANDIDATE,83.578197600,2.7800000e-04,-2.7800000e-04,202.4586500,2.530000e-03,-2.530000e-03,0.544,0.001,-0.484,7.24870,0.09800,-0.09800,630.8,1.330e+01,-1.330e+01,6.63,0.88,-2.060e+00,54.90,1,15,6056.00,81.00,-72.00,2.5620,0.3410,-0.7950,1.4680,0.1670,-0.2040,283.532960,48.094261,13.498
1740,10963242,K01312.01,Kepler-814 b,CONFIRMED,CANDIDATE,6.146995600,2.3680000e-05,-2.3680000e-05,135.0738500,3.300000e-03,-3.300000e-03,0.083,0.371,-0.083,3.31530,0.09990,-0.09990,249.6,1.100e+01,-1.100e+01,2.04,0.34,-2.700e-01,25.80,1,177,6110.00,79.00,-85.00,1.2960,0.2150,-0.1760,1.1850,0.0740,-0.0980,284.910490,48.431641,14.706
1742,10585852,K01314.01,Kepler-815 b,CONFIRMED,CANDIDATE,8.575049830,5.6840000e-05,-5.6840000e-05,140.1406300,5.400000e-03,-5.400000e-03,0.129,0.318,-0.129,8.65300,0.15100,-0.15100,160.6,5.000e+00,-5.000e+00,4.26,0.25,-4.100e-01,36.90,1,130,4986.00,60.00,-67.00,3.4640,0.1970,-0.3370,1.2680,0.1300,-0.2240,285.221100,47.881378,13.242
1743,10928043,K01315.01,,CANDIDATE,CANDIDATE,6.846398840,1.9240000e-05,-1.9240000e-05,133.7618100,2.370000e-03,-2.370000e-03,0.900,0.011,-0.627,3.49190,0.05930,-0.05930,149.7,4.600e+00,-4.600e+00,1.90,0.35,-2.800e-01,36.30,1,192,6065.00,121.00,-133.00,1.3100,0.2380,-0.1940,1.1150,0.1040,-0.0830,295.293850,48.374802,13.137
1744,10794087,K01316.01,,CANDIDATE,CANDIDATE,7.649708320,4.3660000e-05,-4.3660000e-05,138.3311300,4.770000e-03,-4.770000e-03,0.898,0.021,-0.658,6.62500,0.11000,-0.11000,55.4,2.000e+00,-2.000e+00,1.43,0.23,-3.100e-01,28.50,1,173,5855.00,105.00,-117.00,1.6130,0.2550,-0.3510,1.2660,0.0980,-0.1470,290.552370,48.126263,11.926
1748,4164994,K01320.01,Kepler-816 b,CONFIRMED,CANDIDATE,10.506829780,3.6820000e-06,-3.6820000e-06,360.0821520,2.500000e-04,-2.500000e-04,0.407,0.074,-0.178,3.77690,0.03530,-0.03530,13355.5,4.520e+01,-4.520e+01,9.01,1.20,-7.000e-01,343.40,1,83,5127.00,185.00,-185.00,0.7820,0.1040,-0.0610,0.8720,0.0570,-0.0920,293.362850,39.212448,15.950
1751,4076098,K01323.01,Kepler-817 b,CONFIRMED,CANDIDATE,3.990105908,1.4310000e-06,-1.4310000e-06,355.8408370,2.520000e-04,-2.520000e-04,0.582,0.057,-0.329,2.41080,0.04140,-0.04140,6154.9,3.250e+01,-3.250e+01,7.45,2.18,-7.300e-01,247.80,1,212,5926.00,166.00,-228.00,0.9130,0.2670,-0.0890,1.0040,0.1220,-0.1350,296.081850,39.161621,15.572
1753,4282872,K01325.01,Kepler-818 b,CONFIRMED,CANDIDATE,10.035381809,6.4750000e-06,-6.4750000e-06,137.4714810,5.400000e-04,-5.400000e-04,0.079,0.284,-0.079,3.40620,0.02650,-0.02650,2829.7,2.170e+01,-2.170e+01,4.42,1.13,-3.800e-01,150.90,1,107,5813.00,157.00,-174.00,0.8330,0.2130,-0.0710,0.9250,0.1010,-0.1110,296.235110,39.370338,15.062
1756,4074736,K01328.01,,CANDIDATE,CANDIDATE,80.966956100,1.2120000e-04,-1.2120000e-04,160.9767200,1.270000e-03,-1.270000e-03,0.007,0.383,-0.007,2.52760,0.04830,-0.04830,4733.0,1.040e+02,-1.040e+02,5.04,1.03,-3.700e-01,52.00,1,13,5611.00,168.00,-168.00,0.7370,0.1510,-0.0540,0.8240,0.0800,-0.0880,295.805850,39.177990,15.671
1757,4072526,K01329.01,Kepler-819 b,CONFIRMED,CANDIDATE,33.199635500,1.3970000e-04,-1.3970000e-04,153.6608600,3.550000e-03,-3.550000e-03,0.017,0.440,-0.017,5.02200,0.11600,-0.11600,1112.5,3.990e+01,-3.990e+01,2.85,0.15,-2.500e-01,32.60,1,33,5102.00,76.00,-84.00,0.8800,0.0490,-0.0770,0.8190,0.0530,-0.0290,295.370790,39.177212,15.030
1760,4274548,K01331.01,,CANDIDATE,CANDIDATE,6.800820320,2.2800000e-05,-2.2800000e-05,359.1799900,2.430000e-03,-2.430000e-03,0.597,0.086,-0.448,1.98830,0.09150,-0.09150,699.9,3.300e+01,-3.300e+01,1.88,0.23,-1.200e-01,25.50,1,127,4805.00,172.00,-172.00,0.6880,0.0830,-0.0450,0.7690,0.0580,-0.0800,294.508420,39.398682,15.238
1761,4455231,K01332.01,Kepler-288 c,CONFIRMED,CANDIDATE,19.305816620,7.8890000e-05,-7.8890000e-05,373.1899800,2.690000e-03,-2.690000e-03,0.001,0.419,-0.001,4.29020,0.08080,-0.08080,709.1,2.070e+01,-2.070e+01,4.00,0.62,-9.300e-01,36.30,3,60,5661.00,85.00,-77.00,1.5220,0.2360,-0.3530,1.0400,0.0930,-0.0840,288.916440,39.594711,15.151
1762,4455231,K01332.02,Kepler-288 b,CONFIRMED,CANDIDATE,6.097472330,5.3370000e-05,-5.3370000e-05,354.0591900,6.380000e-03,-6.380000e-03,0.012,0.446,-0.012,3.43100,0.15800,-0.15800,217.6,1.420e+01,-1.420e+01,2.22,0.34,-5.200e-01,17.40,3,183,5661.00,85.00,-77.00,1.5220,0.2360,-0.3530,1.0400,0.0930,-0.0840,288.916440,39.594711,15.151
1763,4455231,K01332.03,Kepler-288 d,CONFIRMED,CANDIDATE,56.637918000,7.0390000e-04,-7.0390000e-04,135.5197500,9.890000e-03,-9.890000e-03,0.298,0.184,-0.298,6.17200,0.26000,-0.26000,589.7,3.080e+01,-3.080e+01,3.68,0.57,-8.500e-01,20.90,3,21,5661.00,85.00,-77.00,1.5220,0.2360,-0.3530,1.0400,0.0930,-0.0840,288.916440,39.594711,15.151
1767,4155328,K01335.01,Kepler-820 b,CONFIRMED,CANDIDATE,127.833499700,4.0400000e-04,-4.0400000e-04,293.4184500,2.490000e-03,-2.490000e-03,0.416,0.035,-0.380,10.91400,0.11300,-0.11300,1829.9,2.740e+01,-2.740e+01,9.46,1.56,-2.140e+00,76.90,1,10,6505.00,71.00,-84.00,2.1700,0.3570,-0.4920,1.6130,0.1220,-0.1830,291.020140,39.220680,13.968
1768,4077526,K01336.01,Kepler-58 b,CONFIRMED,CANDIDATE,10.218645320,4.5180000e-05,-4.5180000e-05,136.8622000,3.770000e-03,-3.770000e-03,0.416,0.034,-0.416,3.80200,0.11300,-0.11300,445.3,1.800e+01,-1.800e+01,2.33,0.75,-3.300e-01,26.60,4,107,6100.00,193.00,-214.00,1.0830,0.3500,-0.1500,1.0170,0.1670,-0.1250,296.358670,39.115189,14.820
1769,4077526,K01336.02,Kepler-58 c,CONFIRMED,CANDIDATE,15.573637000,1.0060000e-04,-1.0060000e-04,132.4428200,4.360000e-03,-4.360000e-03,0.946,0.005,-0.671,5.32600,0.18400,-0.18400,468.1,1.960e+01,-1.960e+01,2.94,0.95,-4.100e-01,24.70,4,68,6100.00,193.00,-214.00,1.0830,0.3500,-0.1500,1.0170,0.1670,-0.1250,296.358670,39.115189,14.820
1770,4077526,K01336.03,Kepler-58 d,CONFIRMED,CANDIDATE,40.101556100,2.9040000e-04,-2.9040000e-04,132.7124400,5.870000e-03,-5.870000e-03,0.868,0.083,-0.623,5.24600,0.19000,-0.19000,550.0,3.070e+01,-3.070e+01,2.92,0.95,-4.000e-01,19.00,4,26,6100.00,193.00,-214.00,1.0830,0.3500,-0.1500,1.0170,0.1670,-0.1250,296.358670,39.115189,14.820
1771,4077526,K01336.04,,CANDIDATE,CANDIDATE,4.458148970,2.8970000e-05,-2.8970000e-05,134.3974300,4.720000e-03,-4.720000e-03,0.754,0.223,-0.548,2.86700,0.15200,-0.15200,188.1,1.450e+01,-1.450e+01,1.61,0.52,-2.200e-01,14.30,4,210,6100.00,193.00,-214.00,1.0830,0.3500,-0.1500,1.0170,0.1670,-0.1250,296.358670,39.115189,14.820
1772,4243911,K01337.01,Kepler-821 b,CONFIRMED,CANDIDATE,1.922799706,4.6930000e-06,-4.6930000e-06,134.5017400,1.990000e-03,-1.990000e-03,0.036,0.439,-0.036,1.86040,0.06540,-0.06540,259.7,1.020e+01,-1.020e+01,1.28,0.11,-5.000e-02,30.10,1,700,5194.00,72.00,-83.00,0.8150,0.0670,-0.0330,0.8790,0.0350,-0.0530,285.617460,39.379532,14.829
1773,4466677,K01338.01,Kepler-822 b,CONFIRMED,CANDIDATE,3.222975318,9.2850000e-06,-9.2850000e-06,178.0701000,2.300000e-03,-2.300000e-03,0.330,0.136,-0.330,2.92470,0.07900,-0.07900,232.7,8.400e+00,-8.400e+00,1.47,0.40,-2.100e-01,31.30,3,413,5823.00,157.00,-174.00,0.9600,0.2610,-0.1400,0.8990,0.1210,-0.0880,292.276120,39.550179,14.609
1774,4466677,K01338.02,,CANDIDATE,CANDIDATE,42.037066200,4.2780000e-04,-4.2780000e-04,178.2500600,7.480000e-03,-7.480000e-03,0.672,0.002,-0.517,6.28200,0.22000,-0.22000,266.8,1.830e+01,-1.830e+01,1.66,0.45,-2.400e-01,14.70,3,30,5823.00,157.00,-174.00,0.9600,0.2610,-0.1400,0.8990,0.1210,-0.0880,292.276120,39.550179,14.609
1775,4466677,K01338.03,,CANDIDATE,CANDIDATE,21.011206800,2.9070000e-04,-2.9070000e-04,132.6336000,1.150000e-02,-1.150000e-02,0.853,0.016,-0.598,4.50700,0.31900,-0.31900,163.6,1.700e+01,-1.700e+01,1.40,0.38,-2.000e-01,10.20,3,56,5823.00,157.00,-174.00,0.9600,0.2610,-0.1400,0.8990,0.1210,-0.0880,292.276120,39.550179,14.609
1776,4135665,K01339.01,Kepler-823 b,CONFIRMED,CANDIDATE,4.168118390,1.6020000e-05,-1.6020000e-05,134.8962100,2.900000e-03,-2.900000e-03,0.709,0.021,-0.512,2.80840,0.09820,-0.09820,263.0,1.170e+01,-1.170e+01,2.28,0.35,-4.400e-01,26.70,1,324,5689.00,77.00,-77.00,1.3130,0.2040,-0.2500,1.0000,0.0790,-0.0640,284.582550,39.220211,14.801
1778,4650674,K01341.01,Kepler-824 b,CONFIRMED,CANDIDATE,4.514360960,1.3710000e-05,-1.3710000e-05,134.0293000,2.790000e-03,-2.790000e-03,0.118,0.319,-0.118,3.00830,0.07420,-0.07420,230.7,9.500e+00,-9.500e+00,1.84,0.31,-2.400e-01,28.40,1,295,5940.00,71.00,-79.00,1.2150,0.2070,-0.1550,1.0910,0.0730,-0.0790,290.477420,39.732010,14.946
1779,4275721,K01342.01,Kepler-825 b,CONFIRMED,CANDIDATE,3.773598710,1.2320000e-05,-1.2320000e-05,134.0701300,2.590000e-03,-2.590000e-03,0.000,0.424,0.000,2.72820,0.07720,-0.07720,176.0,7.700e+00,-7.700e+00,1.29,0.33,-1.900e-01,25.60,2,290,6224.00,169.00,-207.00,0.9690,0.2430,-0.1420,0.8680,0.1020,-0.0770,294.769900,39.398510,14.207
